,Provincias,Ramas de actividad,periodo,Total
238,"07 Balears, Illes","B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.674.865
239,"07 Balears, Illes","B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.791.348
240,"07 Balears, Illes",C. - De las cuales: Industria manufacturera,2021,775.341
241,"07 Balears, Illes",C. - De las cuales: Industria manufacturera,2020,739.139
242,"07 Balears, Illes",C. - De las cuales: Industria manufacturera,2019,843.963
243,"07 Balears, Illes",F. Construcción,2021,2.146.768
244,"07 Balears, Illes",F. Construcción,2020,2.151.854
245,"07 Balears, Illes",F. Construcción,2019,2.447.974
246,"07 Balears, Illes","G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,8.876.564
247,"07 Balears, Illes","G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,6.310.676
248,"07 Balears, Illes","G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,11.653.261
249,"07 Balears, Illes","K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,8.116.266
250,"07 Balears, Illes","K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,7.758.796
251,"07 Balears, Illes","K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,8.527.791
252,"07 Balears, Illes","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,6.070.699
253,"07 Balears, Illes","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,5.860.780
254,"07 Balears, Illes","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,6.175.425
255,"07 Balears, Illes",Valor añadido bruto total,2021,27.170.811
256,"07 Balears, Illes",Valor añadido bruto total,2020,23.905.508
257,"07 Balears, Illes",Valor añadido bruto total,2019,30.777.649
258,"07 Balears, Illes",Impuestos netos sobre los productos,2021,2.860.857
259,"07 Balears, Illes",Impuestos netos sobre los productos,2020,2.292.582
260,"07 Balears, Illes",Impuestos netos sobre los productos,2019,3.157.653
261,"07 Balears, Illes",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,30.031.668
262,"07 Balears, Illes",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,26.198.090
263,"07 Balears, Illes",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,33.935.302
264,08 Barcelona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,173.721.885
265,08 Barcelona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,160.180.344
266,08 Barcelona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,179.195.294
267,08 Barcelona,"A. Agricultura, ganadería, silvicultura y pesca",2021,723.577
268,08 Barcelona,"A. Agricultura, ganadería, silvicultura y pesca",2020,823.535
269,08 Barcelona,"A. Agricultura, ganadería, silvicultura y pesca",2019,895.896
270,08 Barcelona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,32.134.195
271,08 Barcelona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,29.055.554
272,08 Barcelona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,31.248.511
273,08 Barcelona,C. - De las cuales: Industria manufacturera,2021,27.764.672
274,08 Barcelona,C. - De las cuales: Industria manufacturera,2020,25.263.528
275,08 Barcelona,C. - De las cuales: Industria manufacturera,2019,27.412.031
276,08 Barcelona,F. Construcción,2021,7.393.843
277,08 Barcelona,F. Construcción,2020,7.182.337
278,08 Barcelona,F. Construcción,2019,8.229.130
279,08 Barcelona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,42.489.644
280,08 Barcelona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,36.678.272
281,08 Barcelona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,46.043.711
282,08 Barcelona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,42.975.113
283,08 Barcelona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,41.181.032
284,08 Barcelona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,43.372.364
285,08 Barcelona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,31.456.531
286,08 Barcelona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,31.242.312
287,08 Barcelona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,32.731.702
288,08 Barcelona,Valor añadido bruto total,2021,157.172.903
289,08 Barcelona,Valor añadido bruto total,2020,146.163.042
290,08 Barcelona,Valor añadido bruto total,2019,162.521.314
291,08 Barcelona,Impuestos netos sobre los productos,2021,16.548.982
292,08 Barcelona,Impuestos netos sobre los productos,2020,14.017.302
293,08 Barcelona,Impuestos netos sobre los productos,2019,16.673.980
294,08 Barcelona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,173.721.885
295,08 Barcelona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,160.180.344
296,08 Barcelona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,179.195.294
297,48 Bizkaia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,35.446.900
298,48 Bizkaia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,32.929.019
299,48 Bizkaia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,36.767.806
300,48 Bizkaia,"A. Agricultura, ganadería, silvicultura y pesca",2021,70.267
301,48 Bizkaia,"A. Agricultura, ganadería, silvicultura y pesca",2020,73.997
302,48 Bizkaia,"A. Agricultura, ganadería, silvicultura y pesca",2019,80.500
303,48 Bizkaia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,6.216.317
304,48 Bizkaia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,5.610.559
305,48 Bizkaia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,6.422.101
306,48 Bizkaia,C. - De las cuales: Industria manufacturera,2021,4.877.367
307,48 Bizkaia,C. - De las cuales: Industria manufacturera,2020,4.163.901
308,48 Bizkaia,C. - De las cuales: Industria manufacturera,2019,4.878.649
309,48 Bizkaia,F. Construcción,2021,2.531.960
310,48 Bizkaia,F. Construcción,2020,2.501.960
311,48 Bizkaia,F. Construcción,2019,2.775.398
312,48 Bizkaia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,7.637.754
313,48 Bizkaia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,6.701.292
314,48 Bizkaia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,8.332.364
315,48 Bizkaia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,8.394.418
316,48 Bizkaia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,8.114.266
317,48 Bizkaia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,8.238.406
318,48 Bizkaia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,7.219.464
319,48 Bizkaia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,7.045.343
320,48 Bizkaia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,7.497.822
321,48 Bizkaia,Valor añadido bruto total,2021,32.070.180
322,48 Bizkaia,Valor añadido bruto total,2020,30.047.417
323,48 Bizkaia,Valor añadido bruto total,2019,33.346.591
324,48 Bizkaia,Impuestos netos sobre los productos,2021,3.376.720
325,48 Bizkaia,Impuestos netos sobre los productos,2020,2.881.602
326,48 Bizkaia,Impuestos netos sobre los productos,2019,3.421.215
327,48 Bizkaia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,35.446.900
328,48 Bizkaia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,32.929.019
329,48 Bizkaia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,36.767.806
330,09 Burgos,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,10.276.704
331,09 Burgos,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,9.571.028
332,09 Burgos,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,10.596.493
333,09 Burgos,"A. Agricultura, ganadería, silvicultura y pesca",2021,537.609
334,09 Burgos,"A. Agricultura, ganadería, silvicultura y pesca",2020,478.764
335,09 Burgos,"A. Agricultura, ganadería, silvicultura y pesca",2019,423.763
336,09 Burgos,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,2.948.934
337,09 Burgos,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,2.703.579
338,09 Burgos,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,3.069.858
339,09 Burgos,C. - De las cuales: Industria manufacturera,2021,2.524.749
340,09 Burgos,C. - De las cuales: Industria manufacturera,2020,2.158.189
341,09 Burgos,C. - De las cuales: Industria manufacturera,2019,2.294.659
342,09 Burgos,F. Construcción,2021,527.010
343,09 Burgos,F. Construcción,2020,560.582
344,09 Burgos,F. Construcción,2019,642.790
345,09 Burgos,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,1.630.774
346,09 Burgos,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1.390.971
347,09 Burgos,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,1.733.220
